진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2019,우울증,경기,양평군,여,0~9세,0,0,0
2019,우울증,경기,양평군,여,10~19세,0,0,0
2019,우울증,경기,양평군,여,20~29세,19,47,2255690
2019,우울증,경기,양평군,여,30~39세,45,208,10077090
2019,우울증,경기,양평군,여,40~49세,67,316,17351760
2019,우울증,경기,양평군,여,50~59세,70,669,25796240
2019,우울증,경기,양평군,여,60~69세,129,584,24224960
2019,우울증,경기,양평군,여,70~79세,119,679,28406630
2019,우울증,경기,양평군,여,80~89세,47,266,9709730
2019,우울증,경기,양평군,여,90~99세,0,0,0
2019,우울증,경기,양평군,여,100세 이상,0,0,0
2019,우울증,경기,연천군,남,0~9세,0,0,0
2019,우울증,경기,연천군,남,10~19세,0,0,0
2019,우울증,경기,연천군,남,20~29세,37,100,7124730
2019,우울증,경기,연천군,남,30~39세,0,0,0
2019,우울증,경기,연천군,남,40~49세,0,0,0
2019,우울증,경기,연천군,남,50~59세,14,46,1578130
2019,우울증,경기,연천군,남,60~69세,30,106,5587220
2019,우울증,경기,연천군,남,70~79세,30,143,7268660
2019,우울증,경기,연천군,남,80~89세,18,57,2525170
2019,우울증,경기,연천군,남,90~99세,0,0,0
2019,우울증,경기,연천군,남,100세 이상,0,0,0
2019,우울증,경기,연천군,여,0~9세,0,0,0
2019,우울증,경기,연천군,여,10~19세,0,0,0
2019,우울증,경기,연천군,여,20~29세,12,62,3645120
2019,우울증,경기,연천군,여,30~39세,15,72,3366980
2019,우울증,경기,연천군,여,40~49세,18,87,4205690
2019,우울증,경기,연천군,여,50~59세,34,137,6980800
2019,우울증,경기,연천군,여,60~69세,47,221,9618990
2019,우울증,경기,연천군,여,70~79세,108,382,19692780
2019,우울증,경기,연천군,여,80~89세,42,156,5543230
2019,우울증,경기,연천군,여,90~99세,0,0,0
2019,우울증,경기,연천군,여,100세 이상,0,0,0
2019,우울증,경기,광명시,남,0~9세,0,0,0
2019,우울증,경기,광명시,남,10~19세,110,652,53143860
2019,우울증,경기,광명시,남,20~29세,242,1741,113654910
2019,우울증,경기,광명시,남,30~39세,207,1278,80563870
2019,우울증,경기,광명시,남,40~49세,206,1206,68579320
2019,우울증,경기,광명시,남,50~59세,214,1367,68460500
2019,우울증,경기,광명시,남,60~69세,167,1016,47739490
2019,우울증,경기,광명시,남,70~79세,146,1019,48322920
2019,우울증,경기,광명시,남,80~89세,70,477,20332760
2019,우울증,경기,광명시,남,90~99세,0,0,0
2019,우울증,경기,광명시,남,100세 이상,0,0,0
2019,우울증,경기,광명시,여,0~9세,0,0,0
2019,우울증,경기,광명시,여,10~19세,176,1144,92071260
2019,우울증,경기,광명시,여,20~29세,388,2489,150579580
2019,우울증,경기,광명시,여,30~39세,406,2738,165383430
2019,우울증,경기,광명시,여,40~49세,413,2865,154056160
2019,우울증,경기,광명시,여,50~59세,465,3196,157699840
2019,우울증,경기,광명시,여,60~69세,436,3219,142595330
2019,우울증,경기,광명시,여,70~79세,334,2097,85461550
2019,우울증,경기,광명시,여,80~89세,165,1086,43044870
2019,우울증,경기,광명시,여,90~99세,13,78,2353950
2019,우울증,경기,광명시,여,100세 이상,0,0,0
2019,우울증,경기,동두천시,남,0~9세,0,0,0
2019,우울증,경기,동두천시,남,10~19세,65,381,22206400
2019,우울증,경기,동두천시,남,20~29세,131,542,33370070
2019,우울증,경기,동두천시,남,30~39세,73,610,35118100
2019,우울증,경기,동두천시,남,40~49세,93,796,47980630
2019,우울증,경기,동두천시,남,50~59세,97,962,52098680
2019,우울증,경기,동두천시,남,60~69세,85,974,47875470
2019,우울증,경기,동두천시,남,70~79세,69,585,24738260
2019,우울증,경기,동두천시,남,80~89세,49,387,18634870
2019,우울증,경기,동두천시,남,90~99세,0,0,0
2019,우울증,경기,동두천시,남,100세 이상,0,0,0
2019,우울증,경기,동두천시,여,0~9세,0,0,0
2019,우울증,경기,동두천시,여,10~19세,103,604,34151590
2019,우울증,경기,동두천시,여,20~29세,181,1257,72787020
2019,우울증,경기,동두천시,여,30~39세,139,1077,62535020
2019,우울증,경기,동두천시,여,40~49세,191,1806,99357080
2019,우울증,경기,동두천시,여,50~59세,223,2055,108312160
2019,우울증,경기,동두천시,여,60~69세,200,1779,83128010
2019,우울증,경기,동두천시,여,70~79세,208,1868,84495360
2019,우울증,경기,동두천시,여,80~89세,104,623,22958770
2019,우울증,경기,동두천시,여,90~99세,14,126,5355060
2019,우울증,경기,동두천시,여,100세 이상,0,0,0
2019,우울증,경기,부천시,남,0~9세,0,0,0
2019,우울증,경기,부천시,남,10~19세,359,2890,212061120
2019,우울증,경기,부천시,남,20~29세,1002,7102,452706040
2019,우울증,경기,부천시,남,30~39세,663,4071,263817500
2019,우울증,경기,부천시,남,40~49세,620,4464,249924540
2019,우울증,경기,부천시,남,50~59세,736,5450,324876080
2019,우울증,경기,부천시,남,60~69세,666,5256,286989420
2019,우울증,경기,부천시,남,70~79세,397,3586,212672800
2019,우울증,경기,부천시,남,80~89세,198,1229,58830510
2019,우울증,경기,부천시,남,90~99세,15,180,10675180
2019,우울증,경기,부천시,남,100세 이상,0,0,0
2019,우울증,경기,부천시,여,0~9세,0,0,0
2019,우울증,경기,부천시,여,10~19세,681,6560,492848930
2019,우울증,경기,부천시,여,20~29세,1558,11777,804841850
2019,우울증,경기,부천시,여,30~39세,1395,10956,681275550
2019,우울증,경기,부천시,여,40~49세,1377,11363,701465610
2019,우울증,경기,부천시,여,50~59세,1687,12756,702404430
2019,우울증,경기,부천시,여,60~69세,1484,11027,623632250
2019,우울증,경기,부천시,여,70~79세,1097,8183,451963870
2019,우울증,경기,부천시,여,80~89세,543,3775,211356680
2019,우울증,경기,부천시,여,90~99세,51,376,18870320
2019,우울증,경기,부천시,여,100세 이상,0,0,0
2019,우울증,경기,성남수정구,남,0~9세,0,0,0
2019,우울증,경기,성남수정구,남,10~19세,88,738,46080380
2019,우울증,경기,성남수정구,남,20~29세,215,1333,76565200
2019,우울증,경기,성남수정구,남,30~39세,179,1201,72300690
2019,우울증,경기,성남수정구,남,40~49세,188,1297,73972380
2019,우울증,경기,성남수정구,남,50~59세,195,1861,114299140
2019,우울증,경기,성남수정구,남,60~69세,213,1797,85709270
2019,우울증,경기,성남수정구,남,70~79세,134,903,36903930
2019,우울증,경기,성남수정구,남,80~89세,47,334,12257390
2019,우울증,경기,성남수정구,남,90~99세,0,0,0
2019,우울증,경기,성남수정구,남,100세 이상,0,0,0
2019,우울증,경기,성남수정구,여,0~9세,0,0,0
2019,우울증,경기,성남수정구,여,10~19세,111,986,63771320
2019,우울증,경기,성남수정구,여,20~29세,341,2165,131341270
2019,우울증,경기,성남수정구,여,30~39세,393,2410,140769970
2019,우울증,경기,성남수정구,여,40~49세,420,3323,180400740
2019,우울증,경기,성남수정구,여,50~59세,484,3338,170151790
2019,우울증,경기,성남수정구,여,60~69세,491,4036,193524310
2019,우울증,경기,성남수정구,여,70~79세,331,2554,112558000
2019,우울증,경기,성남수정구,여,80~89세,123,892,35355550
2019,우울증,경기,성남수정구,여,90~99세,11,94,2632360
2019,우울증,경기,성남수정구,여,100세 이상,0,0,0
2019,우울증,경기,성남중원구,남,0~9세,0,0,0
2019,우울증,경기,성남중원구,남,10~19세,42,270,16306790
2019,우울증,경기,성남중원구,남,20~29세,140,1109,69563880
2019,우울증,경기,성남중원구,남,30~39세,141,949,63774780
2019,우울증,경기,성남중원구,남,40~49세,109,667,42234470
2019,우울증,경기,성남중원구,남,50~59세,130,1022,50866380
2019,우울증,경기,성남중원구,남,60~69세,156,968,48892590
2019,우울증,경기,성남중원구,남,70~79세,122,1019,45291500
2019,우울증,경기,성남중원구,남,80~89세,57,523,24180420
2019,우울증,경기,성남중원구,남,90~99세,0,0,0
2019,우울증,경기,성남중원구,남,100세 이상,0,0,0
2019,우울증,경기,성남중원구,여,0~9세,0,0,0
2019,우울증,경기,성남중원구,여,10~19세,83,604,42619360
2019,우울증,경기,성남중원구,여,20~29세,300,2358,172059280
2019,우울증,경기,성남중원구,여,30~39세,243,1847,123982920
2019,우울증,경기,성남중원구,여,40~49세,223,1766,97598670
2019,우울증,경기,성남중원구,여,50~59세,368,2702,134685820
2019,우울증,경기,성남중원구,여,60~69세,363,2874,142747000
2019,우울증,경기,성남중원구,여,70~79세,295,2030,93129630
2019,우울증,경기,성남중원구,여,80~89세,114,784,31745670
2019,우울증,경기,성남중원구,여,90~99세,0,0,0
2019,우울증,경기,성남중원구,여,100세 이상,0,0,0
2019,우울증,경기,성남분당구,남,0~9세,25,163,12275720
2019,우울증,경기,성남분당구,남,10~19세,592,4819,336273040
2019,우울증,경기,성남분당구,남,20~29세,1207,8397,611058840
2019,우울증,경기,성남분당구,남,30~39세,955,6716,429699620
2019,우울증,경기,성남분당구,남,40~49세,1125,7578,485197290
2019,우울증,경기,성남분당구,남,50~59세,854,5155,311079840
2019,우울증,경기,성남분당구,남,60~69세,676,3762,227955900
2019,우울증,경기,성남분당구,남,70~79세,629,3397,220487750
2019,우울증,경기,성남분당구,남,80~89세,356,1837,116917720
2019,우울증,경기,성남분당구,남,90~99세,32,148,7476180
2019,우울증,경기,성남분당구,남,100세 이상,0,0,0
2019,우울증,경기,성남분당구,여,0~9세,21,92,7265790
2019,우울증,경기,성남분당구,여,10~19세,886,8061,640231610
2019,우울증,경기,성남분당구,여,20~29세,1870,15342,1030211980
2019,우울증,경기,성남분당구,여,30~39세,1973,14489,924343410
2019,우울증,경기,성남분당구,여,40~49세,2190,15276,902979710
2019,우울증,경기,성남분당구,여,50~59세,2070,13428,814029300
2019,우울증,경기,성남분당구,여,60~69세,1789,10718,706982930
2019,우울증,경기,성남분당구,여,70~79세,1667,8743,562072220
2019,우울증,경기,성남분당구,여,80~89세,919,4817,330451790
2019,우울증,경기,성남분당구,여,90~99세,83,340,21684960
2019,우울증,경기,성남분당구,여,100세 이상,0,0,0
2019,우울증,경기,수원권선구,남,0~9세,0,0,0
2019,우울증,경기,수원권선구,남,10~19세,45,244,13187090
2019,우울증,경기,수원권선구,남,20~29세,131,837,50993960
2019,우울증,경기,수원권선구,남,30~39세,157,1119,71117050
2019,우울증,경기,수원권선구,남,40~49세,160,967,51557440
2019,우울증,경기,수원권선구,남,50~59세,120,606,26890490
2019,우울증,경기,수원권선구,남,60~69세,86,558,29225250
2019,우울증,경기,수원권선구,남,70~79세,65,526,35953460
2019,우울증,경기,수원권선구,남,80~89세,39,476,32542520
2019,우울증,경기,수원권선구,남,90~99세,0,0,0
2019,우울증,경기,수원권선구,남,100세 이상,0,0,0
2019,우울증,경기,수원권선구,여,0~9세,0,0,0
2019,우울증,경기,수원권선구,여,10~19세,121,860,52897530
2019,우울증,경기,수원권선구,여,20~29세,280,1714,109093860
2019,우울증,경기,수원권선구,여,30~39세,339,2393,140190730
2019,우울증,경기,수원권선구,여,40~49세,308,2062,109435560
2019,우울증,경기,수원권선구,여,50~59세,215,1600,83760150
2019,우울증,경기,수원권선구,여,60~69세,182,878,38523270
2019,우울증,경기,수원권선구,여,70~79세,135,538,19802630
2019,우울증,경기,수원권선구,여,80~89세,82,255,8176360
2019,우울증,경기,수원권선구,여,90~99세,13,71,1738720
2019,우울증,경기,수원권선구,여,100세 이상,0,0,0
2019,우울증,경기,수원장안구,남,0~9세,0,0,0
2019,우울증,경기,수원장안구,남,10~19세,151,1004,57243130
2019,우울증,경기,수원장안구,남,20~29세,288,2631,135866050
2019,우울증,경기,수원장안구,남,30~39세,157,1379,80077410
2019,우울증,경기,수원장안구,남,40~49세,178,1292,59739870
2019,우울증,경기,수원장안구,남,50~59세,162,1596,81186220
2019,우울증,경기,수원장안구,남,60~69세,139,1670,94219220
2019,우울증,경기,수원장안구,남,70~79세,133,2002,119169780
2019,우울증,경기,수원장안구,남,80~89세,84,767,38220470
2019,우울증,경기,수원장안구,남,90~99세,0,0,0
2019,우울증,경기,수원장안구,남,100세 이상,0,0,0
2019,우울증,경기,수원장안구,여,0~9세,0,0,0
2019,우울증,경기,수원장안구,여,10~19세,240,1978,118657170
2019,우울증,경기,수원장안구,여,20~29세,449,4308,250202550
2019,우울증,경기,수원장안구,여,30~39세,343,3084,166335050
2019,우울증,경기,수원장안구,여,40~49세,390,3590,174852960
2019,우울증,경기,수원장안구,여,50~59세,357,2986,127831020
2019,우울증,경기,수원장안구,여,60~69세,339,3452,170842610
2019,우울증,경기,수원장안구,여,70~79세,306,3557,193239760
2019,우울증,경기,수원장안구,여,80~89세,161,1191,57470760
2019,우울증,경기,수원장안구,여,90~99세,19,96,3303630
2019,우울증,경기,수원장안구,여,100세 이상,0,0,0
2019,우울증,경기,수원팔달구,남,0~9세,0,0,0
2019,우울증,경기,수원팔달구,남,10~19세,211,2162,182416040
2019,우울증,경기,수원팔달구,남,20~29세,710,5670,408434390
2019,우울증,경기,수원팔달구,남,30~39세,405,2930,206352180
2019,우울증,경기,수원팔달구,남,40~49세,454,3812,263217590
2019,우울증,경기,수원팔달구,남,50~59세,420,4679,307156800
2019,우울증,경기,수원팔달구,남,60~69세,372,4009,254200700
2019,우울증,경기,수원팔달구,남,70~79세,275,2623,170697760
2019,우울증,경기,수원팔달구,남,80~89세,125,732,46498620
2019,우울증,경기,수원팔달구,남,90~99세,13,98,6859700
2019,우울증,경기,수원팔달구,남,100세 이상,0,0,0
2019,우울증,경기,수원팔달구,여,0~9세,0,0,0
2019,우울증,경기,수원팔달구,여,10~19세,315,3034,258280260
2019,우울증,경기,수원팔달구,여,20~29세,1067,9826,764633950
2019,우울증,경기,수원팔달구,여,30~39세,914,8307,551066080
2019,우울증,경기,수원팔달구,여,40~49세,848,7610,485329730
2019,우울증,경기,수원팔달구,여,50~59세,1060,8953,575442080
2019,우울증,경기,수원팔달구,여,60~69세,1019,7947,506351550
2019,우울증,경기,수원팔달구,여,70~79세,731,5506,393661580
2019,우울증,경기,수원팔달구,여,80~89세,355,2146,121672010
2019,우울증,경기,수원팔달구,여,90~99세,35,178,7802280
2019,우울증,경기,수원팔달구,여,100세 이상,0,0,0
2019,우울증,경기,수원영통구,남,0~9세,0,0,0
2019,우울증,경기,수원영통구,남,10~19세,163,1009,60607340
2019,우울증,경기,수원영통구,남,20~29세,365,2141,139511750
2019,우울증,경기,수원영통구,남,30~39세,259,1403,85081470
2019,우울증,경기,수원영통구,남,40~49세,270,1908,121462920
2019,우울증,경기,수원영통구,남,50~59세,214,1265,88723800
2019,우울증,경기,수원영통구,남,60~69세,119,614,60473290
2019,우울증,경기,수원영통구,남,70~79세,111,497,45123710
2019,우울증,경기,수원영통구,남,80~89세,62,170,10854050
2019,우울증,경기,수원영통구,남,90~99세,0,0,0
2019,우울증,경기,수원영통구,남,100세 이상,0,0,0
2019,우울증,경기,수원영통구,여,0~9세,0,0,0
2019,우울증,경기,수원영통구,여,10~19세,277,1781,189364660
2019,우울증,경기,수원영통구,여,20~29세,581,4118,309441070
2019,우울증,경기,수원영통구,여,30~39세,576,3778,229844080
2019,우울증,경기,수원영통구,여,40~49세,564,3513,214416670
2019,우울증,경기,수원영통구,여,50~59세,481,2756,172550970
2019,우울증,경기,수원영통구,여,60~69세,365,1916,164321620
2019,우울증,경기,수원영통구,여,70~79세,309,1439,115910490
2019,우울증,경기,수원영통구,여,80~89세,172,669,36786550
2019,우울증,경기,수원영통구,여,90~99세,22,107,3765020
2019,우울증,경기,수원영통구,여,100세 이상,0,0,0
2019,우울증,경기,안양만안구,남,0~9세,0,0,0
2019,우울증,경기,안양만안구,남,10~19세,39,295,14904080
2019,우울증,경기,안양만안구,남,20~29세,184,1397,81900260
2019,우울증,경기,안양만안구,남,30~39세,126,1073,58284100
2019,우울증,경기,안양만안구,남,40~49세,133,1065,57873600
2019,우울증,경기,안양만안구,남,50~59세,168,1351,65953430
2019,우울증,경기,안양만안구,남,60~69세,240,1926,86479750
2019,우울증,경기,안양만안구,남,70~79세,192,1707,85972030
2019,우울증,경기,안양만안구,남,80~89세,69,574,30407010
2019,우울증,경기,안양만안구,남,90~99세,0,0,0
2019,우울증,경기,안양만안구,남,100세 이상,0,0,0
2019,우울증,경기,안양만안구,여,0~9세,0,0,0
2019,우울증,경기,안양만안구,여,10~19세,64,459,23427560
2019,우울증,경기,안양만안구,여,20~29세,244,1979,98412520
2019,우울증,경기,안양만안구,여,30~39세,247,2187,117614840
2019,우울증,경기,안양만안구,여,40~49세,284,2983,161837780
2019,우울증,경기,안양만안구,여,50~59세,490,4775,217541210
2019,우울증,경기,안양만안구,여,60~69세,596,5897,259421790
2019,우울증,경기,안양만안구,여,70~79세,454,4227,199368810
2019,우울증,경기,안양만안구,여,80~89세,240,2181,121143480
2019,우울증,경기,안양만안구,여,90~99세,25,155,8638420
2019,우울증,경기,안양만안구,여,100세 이상,0,0,0
2019,우울증,경기,안양동안구,남,0~9세,12,59,4028550
2019,우울증,경기,안양동안구,남,10~19세,332,2429,189853730
2019,우울증,경기,안양동안구,남,20~29세,627,4807,333969190
2019,우울증,경기,안양동안구,남,30~39세,392,2709,172847720
2019,우울증,경기,안양동안구,남,40~49세,391,2763,150438970
2019,우울증,경기,안양동안구,남,50~59세,418,3338,197823450
2019,우울증,경기,안양동안구,남,60~69세,301,2033,121248800
2019,우울증,경기,안양동안구,남,70~79세,200,1427,87171320
2019,우울증,경기,안양동안구,남,80~89세,119,756,31113920
2019,우울증,경기,안양동안구,남,90~99세,0,0,0
2019,우울증,경기,안양동안구,남,100세 이상,0,0,0
2019,우울증,경기,안양동안구,여,0~9세,0,0,0
2019,우울증,경기,안양동안구,여,10~19세,618,4943,406200180
2019,우울증,경기,안양동안구,여,20~29세,960,7243,491722730
2019,우울증,경기,안양동안구,여,30~39세,809,6535,393955940
2019,우울증,경기,안양동안구,여,40~49세,836,6553,384474010
2019,우울증,경기,안양동안구,여,50~59세,902,6473,376618220
2019,우울증,경기,안양동안구,여,60~69세,740,5136,313377440
2019,우울증,경기,안양동안구,여,70~79세,609,4151,270453730
2019,우울증,경기,안양동안구,여,80~89세,336,2205,124448710
2019,우울증,경기,안양동안구,여,90~99세,27,113,4871340
2019,우울증,경기,안양동안구,여,100세 이상,0,0,0
2019,우울증,경기,의정부시,남,0~9세,12,53,5196190
2019,우울증,경기,의정부시,남,10~19세,274,2286,175529440
2019,우울증,경기,의정부시,남,20~29세,690,4387,298551720
2019,우울증,경기,의정부시,남,30~39세,396,2387,162014630
2019,우울증,경기,의정부시,남,40~49세,468,3441,229094960
2019,우울증,경기,의정부시,남,50~59세,497,3250,207007440
2019,우울증,경기,의정부시,남,60~69세,477,4022,255310150
2019,우울증,경기,의정부시,남,70~79세,431,2908,146967350
2019,우울증,경기,의정부시,남,80~89세,193,1218,60920460
2019,우울증,경기,의정부시,남,90~99세,15,71,3252460
2019,우울증,경기,의정부시,남,100세 이상,0,0,0
2019,우울증,경기,의정부시,여,0~9세,0,0,0
2019,우울증,경기,의정부시,여,10~19세,445,5056,473033520
2019,우울증,경기,의정부시,여,20~29세,755,5108,357909270
2019,우울증,경기,의정부시,여,30~39세,736,5224,326201670
2019,우울증,경기,의정부시,여,40~49세,975,7860,479962620
2019,우울증,경기,의정부시,여,50~59세,1214,9465,537062190
2019,우울증,경기,의정부시,여,60~69세,1177,10087,602383510
2019,우울증,경기,의정부시,여,70~79세,982,6916,409595690
2019,우울증,경기,의정부시,여,80~89세,466,3231,180647200
2019,우울증,경기,의정부시,여,90~99세,42,263,11506850
2019,우울증,경기,의정부시,여,100세 이상,0,0,0
2019,우울증,경기,과천시,남,0~9세,0,0,0
2019,우울증,경기,과천시,남,10~19세,0,0,0
2019,우울증,경기,과천시,남,20~29세,0,0,0
2019,우울증,경기,과천시,남,30~39세,0,0,0
2019,우울증,경기,과천시,남,40~49세,0,0,0
2019,우울증,경기,과천시,남,50~59세,0,0,0
2019,우울증,경기,과천시,남,60~69세,0,0,0
2019,우울증,경기,과천시,남,70~79세,11,71,3451530
2019,우울증,경기,과천시,남,80~89세,0,0,0
2019,우울증,경기,과천시,남,90~99세,0,0,0
2019,우울증,경기,과천시,남,100세 이상,0,0,0
2019,우울증,경기,과천시,여,0~9세,0,0,0
2019,우울증,경기,과천시,여,10~19세,0,0,0
2019,우울증,경기,과천시,여,20~29세,0,0,0
2019,우울증,경기,과천시,여,30~39세,0,0,0
2019,우울증,경기,과천시,여,40~49세,0,0,0
2019,우울증,경기,과천시,여,50~59세,10,28,393750
2019,우울증,경기,과천시,여,60~69세,18,44,1260410
2019,우울증,경기,과천시,여,70~79세,20,115,5255090
2019,우울증,경기,과천시,여,80~89세,18,63,1331580
2019,우울증,경기,과천시,여,90~99세,0,0,0
2019,우울증,경기,과천시,여,100세 이상,0,0,0
2019,우울증,경기,구리시,남,0~9세,0,0,0
2019,우울증,경기,구리시,남,10~19세,59,345,21162630
2019,우울증,경기,구리시,남,20~29세,184,1458,100474570
2019,우울증,경기,구리시,남,30~39세,106,827,53786820
2019,우울증,경기,구리시,남,40~49세,149,1024,59539330
2019,우울증,경기,구리시,남,50~59세,202,1646,96052520
2019,우울증,경기,구리시,남,60~69세,208,1845,117385220
2019,우울증,경기,구리시,남,70~79세,159,1090,68815630
2019,우울증,경기,구리시,남,80~89세,71,491,27161260
2019,우울증,경기,구리시,남,90~99세,0,0,0
2019,우울증,경기,구리시,남,100세 이상,0,0,0
2019,우울증,경기,구리시,여,0~9세,0,0,0
2019,우울증,경기,구리시,여,10~19세,222,1709,92596380
2019,우울증,경기,구리시,여,20~29세,292,2467,187574340
2019,우울증,경기,구리시,여,30~39세,248,2241,142541550
2019,우울증,경기,구리시,여,40~49세,358,3281,202679850
2019,우울증,경기,구리시,여,50~59세,490,4286,256834620
2019,우울증,경기,구리시,여,60~69세,544,4936,304833830
2019,우울증,경기,구리시,여,70~79세,395,2739,163392880
2019,우울증,경기,구리시,여,80~89세,172,1017,60938900
2019,우울증,경기,구리시,여,90~99세,11,34,1733470
2019,우울증,경기,구리시,여,100세 이상,0,0,0
2019,우울증,경기,안산단원구,남,0~9세,26,188,10310310
2019,우울증,경기,안산단원구,남,10~19세,255,1775,131704830
2019,우울증,경기,안산단원구,남,20~29세,586,3813,263932100
2019,우울증,경기,안산단원구,남,30~39세,379,2221,141975610
2019,우울증,경기,안산단원구,남,40~49세,373,2830,171552410
2019,우울증,경기,안산단원구,남,50~59세,437,3368,171344930
2019,우울증,경기,안산단원구,남,60~69세,328,2910,145667610
2019,우울증,경기,안산단원구,남,70~79세,171,1465,83246170
2019,우울증,경기,안산단원구,남,80~89세,85,672,53727120
2019,우울증,경기,안산단원구,남,90~99세,0,0,0
2019,우울증,경기,안산단원구,남,100세 이상,0,0,0
2019,우울증,경기,안산단원구,여,0~9세,17,120,6473780
2019,우울증,경기,안산단원구,여,10~19세,435,3702,307636970
2019,우울증,경기,안산단원구,여,20~29세,897,5984,376567420
2019,우울증,경기,안산단원구,여,30~39세,676,5179,285419010
2019,우울증,경기,안산단원구,여,40~49세,791,6733,396642220
2019,우울증,경기,안산단원구,여,50~59세,979,8323,467953930
2019,우울증,경기,안산단원구,여,60~69세,813,7071,356846640
2019,우울증,경기,안산단원구,여,70~79세,571,5192,273609840
2019,우울증,경기,안산단원구,여,80~89세,240,1962,121501930
2019,우울증,경기,안산단원구,여,90~99세,24,172,11553450
2019,우울증,경기,안산단원구,여,100세 이상,0,0,0
2019,우울증,경기,안산상록구,남,0~9세,0,0,0
2019,우울증,경기,안산상록구,남,10~19세,46,255,14901130
2019,우울증,경기,안산상록구,남,20~29세,191,1801,110039300
2019,우울증,경기,안산상록구,남,30~39세,120,996,57093480
2019,우울증,경기,안산상록구,남,40~49세,177,1311,80108670
2019,우울증,경기,안산상록구,남,50~59세,224,1829,89676820
2019,우울증,경기,안산상록구,남,60~69세,169,1058,53194750
2019,우울증,경기,안산상록구,남,70~79세,110,1393,98181210
2019,우울증,경기,안산상록구,남,80~89세,45,195,12256400
2019,우울증,경기,안산상록구,남,90~99세,0,0,0
2019,우울증,경기,안산상록구,남,100세 이상,0,0,0
2019,우울증,경기,안산상록구,여,0~9세,0,0,0
2019,우울증,경기,안산상록구,여,10~19세,65,949,64583600
2019,우울증,경기,안산상록구,여,20~29세,215,1566,77252270
2019,우울증,경기,안산상록구,여,30~39세,245,1944,82308550
2019,우울증,경기,안산상록구,여,40~49세,341,3247,149476430
2019,우울증,경기,안산상록구,여,50~59세,403,3455,148254030
2019,우울증,경기,안산상록구,여,60~69세,266,2664,121663670
2019,우울증,경기,안산상록구,여,70~79세,204,1983,96711600
2019,우울증,경기,안산상록구,여,80~89세,118,729,26961770
2019,우울증,경기,안산상록구,여,90~99세,11,73,2416000
2019,우울증,경기,안산상록구,여,100세 이상,0,0,0
2019,우울증,경기,평택시,남,0~9세,0,0,0
2019,우울증,경기,평택시,남,10~19세,136,892,46004730
2019,우울증,경기,평택시,남,20~29세,378,2536,133554890
2019,우울증,경기,평택시,남,30~39세,335,2009,109306940
2019,우울증,경기,평택시,남,40~49세,399,2188,109213720
2019,우울증,경기,평택시,남,50~59세,344,2025,88115710
2019,우울증,경기,평택시,남,60~69세,245,1641,66968880
2019,우울증,경기,평택시,남,70~79세,195,1340,60753380
2019,우울증,경기,평택시,남,80~89세,94,729,31621950
2019,우울증,경기,평택시,남,90~99세,11,95,3043260
2019,우울증,경기,평택시,남,100세 이상,0,0,0
2019,우울증,경기,평택시,여,0~9세,0,0,0
2019,우울증,경기,평택시,여,10~19세,253,1492,81292330
2019,우울증,경기,평택시,여,20~29세,568,3515,197525080
2019,우울증,경기,평택시,여,30~39세,623,4445,233891690
2019,우울증,경기,평택시,여,40~49세,651,4929,245150610
2019,우울증,경기,평택시,여,50~59세,648,4339,184247590
2019,우울증,경기,평택시,여,60~69세,599,4528,201408610
2019,우울증,경기,평택시,여,70~79세,484,2972,118548170
2019,우울증,경기,평택시,여,80~89세,242,1360,46187720
2019,우울증,경기,평택시,여,90~99세,26,116,2133560
2019,우울증,경기,평택시,여,100세 이상,0,0,0
2019,우울증,경기,하남시,남,0~9세,0,0,0
2019,우울증,경기,하남시,남,10~19세,54,418,31570250
2019,우울증,경기,하남시,남,20~29세,119,1076,70877640
2019,우울증,경기,하남시,남,30~39세,155,1272,90058100
2019,우울증,경기,하남시,남,40~49세,128,923,63946120
2019,우울증,경기,하남시,남,50~59세,108,761,55615800
2019,우울증,경기,하남시,남,60~69세,118,1464,124705310
2019,우울증,경기,하남시,남,70~79세,73,1286,106755980
2019,우울증,경기,하남시,남,80~89세,33,277,20228010
2019,우울증,경기,하남시,남,90~99세,0,0,0
2019,우울증,경기,하남시,남,100세 이상,0,0,0
2019,우울증,경기,하남시,여,0~9세,0,0,0
2019,우울증,경기,하남시,여,10~19세,110,967,70641190
2019,우울증,경기,하남시,여,20~29세,269,2189,143671650
2019,우울증,경기,하남시,여,30~39세,357,2720,187985420
2019,우울증,경기,하남시,여,40~49세,261,2037,150639940
2019,우울증,경기,하남시,여,50~59세,232,1673,140705480
2019,우울증,경기,하남시,여,60~69세,264,2305,161630760
2019,우울증,경기,하남시,여,70~79세,163,1207,74422490
2019,우울증,경기,하남시,여,80~89세,72,955,75143740
2019,우울증,경기,하남시,여,90~99세,16,697,59377090
2019,우울증,경기,하남시,여,100세 이상,0,0,0
2019,우울증,경기,군포시,남,0~9세,0,0,0
2019,우울증,경기,군포시,남,10~19세,123,844,54335690
2019,우울증,경기,군포시,남,20~29세,292,2650,151204610
2019,우울증,경기,군포시,남,30~39세,260,1943,101904080
2019,우울증,경기,군포시,남,40~49세,250,2155,104403860
2019,우울증,경기,군포시,남,50~59세,231,2164,95496170
2019,우울증,경기,군포시,남,60~69세,209,2180,89732430
2019,우울증,경기,군포시,남,70~79세,132,1178,56062200
